Access Name,URL,imgURL,County,Type,Location,Access Type,Path to Beach,Managed by,Parking,Fee,Bathrooms,Handicap Access,Running Water,Showers,Camp Sites,Stairs to Beach,Boat Ramps,Tidepooling,Surfing,Hiking,Bicycling,Horseback Riding,Road Vehicle Access,Whale Watching
Idaho at San Marine,?option=com_jumi&view=application&fileid=13&a=447&Itemid=109,/images/learn/access/P001133.gif,Lincoln,Idaho at San Marine,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Washington at San Marine,?option=com_jumi&view=application&fileid=13&a=448&Itemid=109,/images/learn/access/P001302.gif,Lincoln,Washington at San Marine,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Pacific at San Marine,?option=com_jumi&view=application&fileid=13&a=449&Itemid=109,/images/learn/access/P001301.gif,Lincoln,Pacific at San Marine,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon at San Marine,?option=com_jumi&view=application&fileid=13&a=450&Itemid=109,/images/learn/access/P001300.gif,Lincoln,Oregon at San Marine,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
California at San Marine,?option=com_jumi&view=application&fileid=13&a=451&Itemid=109,/images/learn/access/P001299.gif,Lincoln,California at San Marine,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Nevada at San Marine,?option=com_jumi&view=application&fileid=13&a=452&Itemid=109,/images/learn/access/P002078.gif,Lincoln,Nevada at San Marine,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
San Marine State Wayside,?option=com_jumi&view=application&fileid=13&a=453&Itemid=109,/images/learn/access/P002079.gif,Lincoln,San Marine State Wayside,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Vinge Lane,?option=com_jumi&view=application&fileid=13&a=454&Itemid=109,/images/learn/access/P001298.gif,Lincoln,Vinge Lane,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no
Chipmunk Drive,?option=com_jumi&view=application&fileid=13&a=455&Itemid=109,/images/learn/access/P001297.gif,Lincoln,Chipmunk Drive,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Spencer Street,?option=com_jumi&view=application&fileid=13&a=456&Itemid=109,/images/learn/access/P001296.gif,Lincoln,Spencer Street,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Salmon Street #804,?option=com_jumi&view=application&fileid=13&a=457&Itemid=109,/images/learn/access/P001295.gif,Lincoln,Salmon Street #804,Pedestrian Access,beach,unpaved,County,unpaved,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no
Smelt Sands State Wayside,?option=com_jumi&view=application&fileid=13&a=458&Itemid=109,/images/learn/access/P001156.gif,Lincoln,Smelt Sands State Wayside,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,yes,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no
Aqua Vista,?option=com_jumi&view=application&fileid=13&a=459&Itemid=109,/images/learn/access/P001176.gif,Lincoln,Aqua Vista,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Ocean View Drive Lot 26,?option=com_jumi&view=application&fileid=13&a=460&Itemid=109,/images/learn/access/P001175.gif,Lincoln,Ocean View Drive Lot 26,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Marine Drive,?option=com_jumi&view=application&fileid=13&a=461&Itemid=109,/images/learn/access/P001174.gif,Lincoln,Marine Drive,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no
Easements either side of Taxlot,?option=com_jumi&view=application&fileid=13&a=462&Itemid=109,/images/learn/access/P002080.gif,Lincoln,Easements either side of Taxlot,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
5th - 6th Street,?option=com_jumi&view=application&fileid=13&a=463&Itemid=109,/images/learn/access/P001173.gif,Lincoln,5th - 6th Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4th Street,?option=com_jumi&view=application&fileid=13&a=464&Itemid=109,/images/learn/access/P001172.gif,Lincoln,4th Street,Visual Access Only,beach,none,City,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Yachats State Park,?option=com_jumi&view=application&fileid=13&a=465&Itemid=109,/images/learn/access/P001171.gif,Lincoln,Yachats State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
Yachats Ocean Wayside,?option=com_jumi&view=application&fileid=13&a=466&Itemid=109,/images/learn/access/P001168.gif,Lincoln,Yachats Ocean Wayside,Pedestrian Access,beach,paved,City,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Driftwood Drive / Agate Point,?option=com_jumi&view=application&fileid=13&a=467&Itemid=109,/images/learn/access/P001169.gif,Lincoln,Driftwood Drive / Agate Point,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Gender Drive / Agate Point,?option=com_jumi&view=application&fileid=13&a=468&Itemid=109,/images/learn/access/P001167.gif,Lincoln,Gender Drive / Agate Point,Visual Access Only,beach,none,City,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South Marine Drive / Agate Point,?option=com_jumi&view=application&fileid=13&a=469&Itemid=109,/images/learn/access/P001170.gif,Lincoln,South Marine Drive / Agate Point,Visual Access Only,beach,none,County,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South of Yachats / Highway 101,?option=com_jumi&view=application&fileid=13&a=470&Itemid=109,/images/learn/access/P001165.gif,Lincoln,South of Yachats / Highway 101,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Perpetua / Highway 101,?option=com_jumi&view=application&fileid=13&a=471&Itemid=109,/images/learn/access/P001166.gif,Lincoln,Cape Perpetua / Highway 101,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,unpaved,no,no,no,no,no,no,no
Cape Perpetua Viewpoint,?option=com_jumi&view=application&fileid=13&a=472&Itemid=109,/images/learn/access/P001161.gif,Lincoln,Cape Perpetua Viewpoint,Visual Access Only,beach,paved,USFS,paved,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Cape Perpetua / Devils Churn,?option=com_jumi&view=application&fileid=13&a=473&Itemid=109,/images/learn/access/P001164.gif,Lincoln,Cape Perpetua / Devils Churn,Pedestrian Access,beach,unpaved,USFS,paved,yes,yes,no,yes,no,no,yes,no,yes,no,yes,no,no,no,no
Cape Perpetua / Highway 101,?option=com_jumi&view=application&fileid=13&a=474&Itemid=109,/images/learn/access/P001163.gif,Lincoln,Cape Perpetua / Highway 101,Visual Access Only,beach,unpaved,Dept. of Transportation,paved,yes,yes,no,no,no,no,yes,unpaved,no,no,yes,no,no,no,no
Cape Perpetua / Cooks Chasm,?option=com_jumi&view=application&fileid=13&a=475&Itemid=109,/images/learn/access/P001160.gif,Lincoln,Cape Perpetua / Cooks Chasm,Pedestrian Access,beach,unpaved,USFS,paved,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Cooks Chasm / Highway 101,?option=com_jumi&view=application&fileid=13&a=476&Itemid=109,/images/learn/access/P001158.gif,Lincoln,Cooks Chasm / Highway 101,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Neptune State Park (North),?option=com_jumi&view=application&fileid=13&a=477&Itemid=109,/images/learn/access/P001307.gif,Lane,Neptune State Park (North),Visual Access Only,beach,paved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Neptune State Park / Cummins,?option=com_jumi&view=application&fileid=13&a=478&Itemid=109,/images/learn/access/P001308.gif,Lane,Neptune State Park / Cummins,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,yes,no,yes,no,no,no,no,no,no
Neptune State Park / Strawberry,?option=com_jumi&view=application&fileid=13&a=479&Itemid=109,/images/learn/access/P001310.gif,Lane,Neptune State Park / Strawberry,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no
Neptune State Park / Gwynn,?option=com_jumi&view=application&fileid=13&a=480&Itemid=109,/images/learn/access/P001311.gif,Lane,Neptune State Park / Gwynn,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 / Bray Point,?option=com_jumi&view=application&fileid=13&a=481&Itemid=109,/images/learn/access/P001312.gif,Lane,Highway 101 / Bray Point,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Stonefield Beach State Park,?option=com_jumi&view=application&fileid=13&a=482&Itemid=109,/images/learn/access/P001313.gif,Lane,Stonefield Beach State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Squaw Creek,?option=com_jumi&view=application&fileid=13&a=483&Itemid=109,/images/learn/access/P001314.gif,Lane,Squaw Creek,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 North of Rocky Knoll,?option=com_jumi&view=application&fileid=13&a=484&Itemid=109,/images/learn/access/P001315.gif,Lane,Highway 101 North of Rocky Knoll,Pedestrian Access,beach,none,USFS,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Rocky Knoll / Highway 101,?option=com_jumi&view=application&fileid=13&a=485&Itemid=109,/images/learn/access/P001317.gif,Lane,Rocky Knoll / Highway 101,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Muriel O. Ponsler ,?option=com_jumi&view=application&fileid=13&a=486&Itemid=109,/images/learn/access/P001318.gif,Lane,Muriel O. Ponsler ,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Carl Washburn Memorial State Park,?option=com_jumi&view=application&fileid=13&a=487&Itemid=109,/images/learn/access/P001329.gif,Lane,Carl Washburn Memorial State Park,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,no,no
Heceta Head / Lighthouse,?option=com_jumi&view=application&fileid=13&a=488&Itemid=109,/images/learn/access/P001322.gif,Lane,Heceta Head / Lighthouse,Visual Access Only,beach,none,USFS,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Devil's Elbow State Park,?option=com_jumi&view=application&fileid=13&a=489&Itemid=109,/images/learn/access/P001325.gif,Lane,Devil's Elbow State Park,Pedestrian Access,beach,paved,State Parks,paved,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South of Cave Creek Tunnel,?option=com_jumi&view=application&fileid=13&a=490&Itemid=109,/images/learn/access/P001226.gif,Lane,Highway 101 South of Cave Creek Tunnel,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101/ Heceta Head Viewpoint,?option=com_jumi&view=application&fileid=13&a=491&Itemid=109,/images/learn/access/P001327.gif,Lane,Highway 101/ Heceta Head Viewpoint,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=492&Itemid=109,/images/learn/access/P001328.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=493&Itemid=109,/images/learn/access/P001329.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=494&Itemid=109,/images/learn/access/P001330.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=495&Itemid=109,/images/learn/access/P001331.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=496&Itemid=109,/images/learn/access/P001332.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=497&Itemid=109,/images/learn/access/P001333.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=498&Itemid=109,/images/learn/access/P001334.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=499&Itemid=109,/images/learn/access/P001336.gif,Lane,Highway 101 South Sea Lion Caves,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Sea Lion Caves,?option=com_jumi&view=application&fileid=13&a=500&Itemid=109,/images/learn/access/P001335.gif,Lane,Highway 101 South Sea Lion Caves,Pedestrian Access,beach,unpaved,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Baker Beach Road,?option=com_jumi&view=application&fileid=13&a=501&Itemid=109,/images/learn/access/P001338.gif,Lane,Baker Beach Road,Pedestrian Access,beach,unpaved,County,unpaved,yes,yes,no,yes,no,no,no,no,no,no,yes,no,yes,no,no
Sutton Overlook / Beach,?option=com_jumi&view=application&fileid=13&a=502&Itemid=109,/images/learn/access/P001337.gif,Lane,Sutton Overlook / Beach,Pedestrian Access,beach,none,USFS,paved,yes,yes,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no
Meares / Heceta Beach Park,?option=com_jumi&view=application&fileid=13&a=503&Itemid=109,/images/learn/access/P001810.gif,Lane,Meares / Heceta Beach Park,Pedestrian Access,beach,unpaved,County,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Meares Street,?option=com_jumi&view=application&fileid=13&a=504&Itemid=109,/images/learn/access/P001811.gif,Lane,Meares Street,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Lookout Street,?option=com_jumi&view=application&fileid=13&a=505&Itemid=109,/images/learn/access/P001812.gif,Lane,Lookout Street,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Heceta Street,?option=com_jumi&view=application&fileid=13&a=506&Itemid=109,/images/learn/access/P001813.gif,Lane,Heceta Street,Pedestrian Access,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Arago Street,?option=com_jumi&view=application&fileid=13&a=507&Itemid=109,/images/learn/access/P001816.gif,Lane,Arago Street,Visual Access Only,beach,none,County,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Blanco Street,?option=com_jumi&view=application&fileid=13&a=508&Itemid=109,/images/learn/access/P001918.gif,Lane,Blanco Street,Pedestrian Access,beach,unpaved,County,none,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Oregon Dunes NRA / South Jetty Road,?option=com_jumi&view=application&fileid=13&a=509&Itemid=109,/images/learn/access/P001820.gif,Lane,Oregon Dunes NRA / South Jetty Road,Pedestrian Access,beach,unpaved,USFS,unpaved,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes NRA / South Jetty Road,?option=com_jumi&view=application&fileid=13&a=510&Itemid=109,/images/learn/access/P001830.gif,Lane,Oregon Dunes NRA / South Jetty Road,Pedestrian Access,beach,unpaved,USFS,paved,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes NRA / South Jetty Road,?option=com_jumi&view=application&fileid=13&a=511&Itemid=109,/images/learn/access/P001834.gif,Lane,Oregon Dunes NRA / South Jetty Road,Pedestrian Access,beach,unpaved,USFS,paved,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes NRA / South Jetty Road,?option=com_jumi&view=application&fileid=13&a=512&Itemid=109,/images/learn/access/P001832.gif,Lane,Oregon Dunes NRA / South Jetty Road,Pedestrian Access,beach,unpaved,USFS,paved,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes NRA / South Jetty Road,?option=com_jumi&view=application&fileid=13&a=513&Itemid=109,/images/learn/access/P001834.gif,Lane,Oregon Dunes NRA / South Jetty Road,Pedestrian Access,beach,unpaved,USFS,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes NRA / South Jetty Road,?option=com_jumi&view=application&fileid=13&a=514&Itemid=109,/images/learn/access/P001835.gif,Lane,Oregon Dunes NRA / South Jetty Road,Pedestrian Access,beach,unpaved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes - Siltcoos Beach,?option=com_jumi&view=application&fileid=13&a=515&Itemid=109,/images/learn/access/P001837.gif,Lane,Oregon Dunes - Siltcoos Beach,Pedestrian Access,beach,unpaved,USFS,paved,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes / Waxmyrtle,?option=com_jumi&view=application&fileid=13&a=516&Itemid=109,/images/learn/access/P001837.gif,Lane,Oregon Dunes / Waxmyrtle,Pedestrian Access,beach,unpaved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes / Carter Lake Trail,?option=com_jumi&view=application&fileid=13&a=517&Itemid=109,/images/learn/access/P001840.gif,Douglas,Oregon Dunes / Carter Lake Trail,Pedestrian Access,beach,unpaved,USFS,paved,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Oregon Dunes Overlook,?option=com_jumi&view=application&fileid=13&a=518&Itemid=109,/images/learn/access/p001708.gif,Douglas,Oregon Dunes Overlook,Visual Access Only,beach,unpaved,USFS,paved,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Oregon Dunes Overlook / North Lost Lake,?option=com_jumi&view=application&fileid=13&a=519&Itemid=109,/images/learn/access/P002060.gif,Douglas,Oregon Dunes Overlook / North Lost Lake,Pedestrian Access,beach,unpaved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Oregon Dunes / Tahkenitch Camp Trail,?option=com_jumi&view=application&fileid=13&a=520&Itemid=109,/images/learn/access/P002057.gif,Douglas,Oregon Dunes / Tahkenitch Camp Trail,Pedestrian Access,beach,unpaved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Oregon Dunes / Sparrow Park,?option=com_jumi&view=application&fileid=13&a=521&Itemid=109,/images/learn/access/P002058.gif,Douglas,Oregon Dunes / Sparrow Park,Pedestrian Access,beach,unpaved,USFS,unpaved,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no
Umpqua Lighthouse / Viewpoint,?option=com_jumi&view=application&fileid=13&a=522&Itemid=109,/images/learn/access/P001711.gif,Douglas,Umpqua Lighthouse / Viewpoint,Visual Access Only,beach,none,County,paved,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no
Zioulkouski Beach Park,?option=com_jumi&view=application&fileid=13&a=523&Itemid=109,/images/learn/access/P001714.gif,Douglas,Zioulkouski Beach Park,Pedestrian Access,beach,unpaved,County,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Highway 101 South Umpqua Lighthouse,?option=com_jumi&view=application&fileid=13&a=524&Itemid=109,/images/learn/access/P002055.gif,Douglas,Highway 101 South Umpqua Lighthouse,Visual Access Only,beach,none,Dept. of Transportation,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Oregon Dunes / South Beach Lot 1,?option=com_jumi&view=application&fileid=13&a=525&Itemid=109,/images/learn/access/P001713.gif,Douglas,Oregon Dunes / South Beach Lot 1,Pedestrian Access,beach,unpaved,USFS,paved,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no
Oregon Dunes / South Beach Lot 2,?option=com_jumi&view=application&fileid=13&a=526&Itemid=109,/images/learn/access/P001712.gif,Douglas,Oregon Dunes / South Beach Lot 2,Pedestrian Access,beach,unpaved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no
Oregon Dunes  / North Eel Trail,?option=com_jumi&view=application&fileid=13&a=527&Itemid=109,/images/learn/access/P002054.gif,Coos,Oregon Dunes  / North Eel Trail,Pedestrian Access,beach,unpaved,USFS,paved,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no
Horsfall Beach,?option=com_jumi&view=application&fileid=13&a=528&Itemid=109,/images/learn/access/P002052..gif,Coos,Horsfall Beach,Pedestrian Access,beach,unpaved,USFS,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no
North Spit / Pond Dike,?option=com_jumi&view=application&fileid=13&a=529&Itemid=109,/images/learn/access/.gif,Coos,North Spit / Pond Dike,Pedestrian Access,beach,unpaved,BLM,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
North Spit / Beach,?option=com_jumi&view=application&fileid=13&a=530&Itemid=109,/images/learn/access/P002051.gif,Coos,North Spit / Beach,Pedestrian Access,beach,none,BLM,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
North Spit / Beach,?option=com_jumi&view=application&fileid=13&a=531&Itemid=109,/images/learn/access/.gif,Coos,North Spit / Beach,Pedestrian Access,beach,none,BLM,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
South Jetty,?option=com_jumi&view=application&fileid=13&a=532&Itemid=109,/images/learn/access/P001721.gif,Coos,South Jetty,Pedestrian Access,beach,unpaved,County,unpaved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Bastendorf Beach Park,?option=com_jumi&view=application&fileid=13&a=533&Itemid=109,/images/learn/access/P001720.gif,Coos,Bastendorf Beach Park,Pedestrian Access,beach,none,County,paved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Yoakam Point,?option=com_jumi&view=application&fileid=13&a=534&Itemid=109,/images/learn/access/P001739.gif,Coos,Yoakam Point,Visual Access Only,beach,none,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Smelt Beach,?option=com_jumi&view=application&fileid=13&a=535&Itemid=109,/images/learn/access/P001741.gif,Coos,Smelt Beach,Pedestrian Access,beach,unpaved,Dept. of Transportation,unpaved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Sunset Bay State Park,?option=com_jumi&view=application&fileid=13&a=536&Itemid=109,/images/learn/access/P001722.gif,Coos,Sunset Bay State Park,Boat Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,no,paved,yes,no,yes,yes,no,no,no
Sunset Bay State Park,?option=com_jumi&view=application&fileid=13&a=537&Itemid=109,/images/learn/access/P001723.gif,Coos,Sunset Bay State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no
Sunset Bay,?option=com_jumi&view=application&fileid=13&a=538&Itemid=109,/images/learn/access/P001737.gif,Coos,Sunset Bay,Visual Access Only,beach,unpaved,State Parks,unpaved,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no
Shore Acres State Park,?option=com_jumi&view=application&fileid=13&a=539&Itemid=109,/images/learn/access/P001725.gif,Coos,Shore Acres State Park,Pedestrian Access,beach,paved,State Parks,paved,yes,yes,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes
Cape Arago State Park,?option=com_jumi&view=application&fileid=13&a=540&Itemid=109,/images/learn/access/P002042.gif,Coos,Cape Arago State Park,Visual Access Only,beach,none,State Parks,paved,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Arago State Park / North Cove,?option=com_jumi&view=application&fileid=13&a=541&Itemid=109,/images/learn/access/P002043.gif,Coos,Cape Arago State Park / North Cove,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no
Cape Arago State Park Viewpoint,?option=com_jumi&view=application&fileid=13&a=542&Itemid=109,/images/learn/access/P002047.gif,Coos,Cape Arago State Park Viewpoint,Visual Access Only,beach,none,State Parks,none,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Cape Arago State Park / South Cove,?option=com_jumi&view=application&fileid=13&a=543&Itemid=109,/images/learn/access/P002048.gif,Coos,Cape Arago State Park / South Cove,Pedestrian Access,beach,paved,State Parks,paved,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
Sacchi Beach,?option=com_jumi&view=application&fileid=13&a=544&Itemid=109,/images/learn/access/P001987.gif,Coos,Sacchi Beach,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Agate Beach,?option=com_jumi&view=application&fileid=13&a=545&Itemid=109,/images/learn/access/P001993.gif,Coos,Agate Beach,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Seven Devils State Park,?option=com_jumi&view=application&fileid=13&a=546&Itemid=109,/images/learn/access/P001989.gif,Coos,Seven Devils State Park,Pedestrian Access,beach,unpaved,State Parks,unpaved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
Seven Devils State Park,?option=com_jumi&view=application&fileid=13&a=547&Itemid=109,/images/learn/access/P001988.gif,Coos,Seven Devils State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no
Seven Devils Road / Whiskey Run,?option=com_jumi&view=application&fileid=13&a=548&Itemid=109,/images/learn/access/P001983.gif,Coos,Seven Devils Road / Whiskey Run,Pedestrian Access,beach,none,County,paved,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no
Bullard's Beach State Park,?option=com_jumi&view=application&fileid=13&a=549&Itemid=109,/images/learn/access/P001983.gif,Coos,Bullard's Beach State Park,Pedestrian Access,beach,unpaved,State Parks,paved,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,no,no
Bullards Beach / Lighthouse,?option=com_jumi&view=application&fileid=13&a=550&Itemid=109,/images/learn/access/P001984.gif,Coos,Bullards Beach / Lighthouse,Pedestrian Access,beach,unpaved,State Parks,paved,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no
South Jetty County Park,?option=com_jumi&view=application&fileid=13&a=551&Itemid=109,/images/learn/access/P001999.gif,Coos,South Jetty County Park,Pedestrian Access,beach,none,County,unpaved,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no
5th and Madison,?option=com_jumi&view=application&fileid=13&a=552&Itemid=109,/images/learn/access/P002001.gif,Coos,5th and Madison,Pedestrian Access,beach,none,unknown,none,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
